step,strength,case,metric,better,samples,original_mean,lora_mean,oriented_improvement_mean,relative_improvement,oriented_improvement_std,bootstrap_ci_low,bootstrap_ci_high,wins,losses,ties,two_sided_sign_test_p
45,0.75,lora_45_s0p75,l1,lower,10,0.02363443309441209,0.018663623742759226,0.004970809351652861,0.21032065088238203,0.004828299759226527,0.0025971458014100793,0.00839526429772377,10,0,0,0.001953125
45,0.75,lora_45_s0p75,mse,lower,10,0.002900327916722745,0.0016012491207220592,0.0012990787960006855,0.4479075584903492,0.0017247405091984124,0.0005484756125224522,0.0025081041090015787,10,0,0,0.001953125
45,0.75,lora_45_s0p75,psnr,higher,10,27.35277205973334,29.578012452621824,2.225240392888483,0.08135337756732568,0.5350132685547266,1.8825518546962172,2.5472383340119573,10,0,0,0.001953125
45,0.75,lora_45_s0p75,temporal_l1,lower,10,0.022466278495267035,0.017695121187716722,0.0047711573075503114,0.21236972151642516,0.006165513245760623,0.002113986990880221,0.009070869111455977,10,0,0,0.001953125
